Order ID,Order Date,CustomerName,State,Region,DoW,Sale Price,Cost per Item,PaymentMode,Category,Sub-category,Quantity,Profit,Profitability
B-25858,2023-11-13,Barker,California,WE,Monday,82.00,34.50,Credit Card,Clothing,Shirt,2,95.00,Low
B-25672,2023-05-28,West,Washington,WE,Sunday,27.00,42.00,Eft,Clothing,Scarf,1,-15.00,Loss
B-25978,2023-01-27,Gilbert,California,WE,Friday,1063.00,309.50,Eft,Electronics,Electronic Games,4,3014.00,High
B-25978,2023-01-27,Gilbert,California,WE,Friday,341.00,25.86,Debit Card,Clothing,Scarf,7,2205.98,High
B-25852,2023-11-07,Wade,Washington,WE,Tuesday,105.00,27.60,Credit Card,Clothing,Shirt,5,387.00,Low
B-25852,2023-11-07,Wade,Washington,WE,Tuesday,24.00,11.50,Credit Card,Clothing,Hat,2,25.00,Low
B-25852,2023-11-07,Wade,Washington,WE,Tuesday,320.00,176.00,Debit Card,Electronics,Printers,1,144.00,Low
B-25852,2023-11-07,Wade,Washington,WE,Tuesday,45.00,8.25,Credit Card,Clothing,Hat,4,147.00,Low
B-25852,2023-11-07,Wade,Washington,WE,Tuesday,50.00,34.00,Eft,Clothing,Scarf,1,16.00,Low
B-25852,2023-11-07,Wade,Washington,WE,Tuesday,869.00,200.50,Credit Card,Furniture,Tables,4,2674.00,High
B-25852,2023-11-07,Wade,Washington,WE,Tuesday,97.00,40.00,Cod,Clothing,Scarf,2,114.00,Low
B-25813,2023-10-10,Pierce,California,WE,Tuesday,911.00,101.29,Credit Card,Furniture,Chairs,7,5667.97,High
B-25620,2023-04-20,Adams,California,WE,Thursday,193.00,147.00,Cod,Electronics,Printers,1,46.00,Low
B-25956,2023-01-17,Smith,California,WE,Tuesday,140.00,56.00,Credit Card,Electronics,Phones,2,168.00,Low
B-25956,2023-01-17,Smith,California,WE,Tuesday,33.00,7.67,Credit Card,Clothing,Hat,3,75.99,Low
B-25956,2023-01-17,Smith,California,WE,Tuesday,474.00,104.50,Debit Card,Electronics,Phones,4,1478.00,Avg
B-25956,2023-01-17,Smith,California,WE,Tuesday,59.00,24.50,Credit Card,Clothing,Hat,2,69.00,Low
B-25956,2023-01-17,Smith,California,WE,Tuesday,89.00,31.50,Credit Card,Clothing,Shirt,4,230.00,Low
B-25963,2023-01-19,Fuller,California,WE,Thursday,53.00,15.00,Eft,Furniture,Furnishings,3,114.00,Low
B-25842,2023-11-02,Davis,California,WE,Thursday,1543.00,146.63,Cod,Electronics,Printers,8,11170.96,High
B-26054,2023-03-10,Gomez,California,WE,Friday,138.00,25.40,Eft,Clothing,Scarf,5,563.00,Low
B-26054,2023-03-10,Gomez,California,WE,Friday,139.00,34.33,Credit Card,Clothing,Scarf,3,314.01,Low
B-26054,2023-03-10,Gomez,California,WE,Friday,139.00,39.33,Credit Card,Electronics,Accessories,3,299.01,Low
B-26054,2023-03-10,Gomez,California,WE,Friday,156.00,44.33,Credit Card,Clothing,Scarf,3,335.01,Low
B-26054,2023-03-10,Gomez,California,WE,Friday,246.00,29.60,Credit Card,Clothing,Hat,5,1082.00,Avg
B-26054,2023-03-10,Gomez,California,WE,Friday,559.00,366.50,Debit Card,Electronics,Electronic Games,2,385.00,Low
B-26054,2023-03-10,Gomez,California,WE,Friday,88.00,34.00,Credit Card,Clothing,Dress,2,108.00,Low
B-26054,2023-03-10,Gomez,California,WE,Friday,88.00,34.50,Debit Card,Clothing,Shirt,2,107.00,Low
B-26030,2023-02-21,Adams,California,WE,Tuesday,11.00,6.00,Credit Card,Clothing,Skirt,1,5.00,Low
B-26030,2023-02-21,Adams,California,WE,Tuesday,221.00,46.50,Debit Card,Electronics,Accessories,4,698.00,Low
B-26030,2023-02-21,Adams,California,WE,Tuesday,291.00,99.00,Credit Card,Electronics,Printers,2,384.00,Low
B-26030,2023-02-21,Adams,California,WE,Tuesday,50.00,5.00,Credit Card,Clothing,Scarf,5,225.00,Low
B-26030,2023-02-21,Adams,California,WE,Tuesday,89.00,17.67,Eft,Clothing,Shirt,3,213.99,Low
B-26030,2023-02-21,Adams,California,WE,Tuesday,92.00,14.50,Cod,Clothing,Hat,6,465.00,Low
B-25743,2023-08-07,Evans,Arizona,WE,Monday,143.00,53.40,Eft,Clothing,Dress,5,448.00,Low
B-25743,2023-08-07,Evans,Arizona,WE,Monday,503.00,279.50,Credit Card,Clothing,Pants,2,447.00,Low
B-25743,2023-08-07,Evans,Arizona,WE,Monday,56.00,14.00,Credit Card,Clothing,Hat,4,168.00,Low
B-25743,2023-08-07,Evans,Arizona,WE,Monday,74.00,41.67,Eft,Clothing,Scarf,3,96.99,Low
B-25743,2023-08-07,Evans,Arizona,WE,Monday,99.00,104.00,Eft,Clothing,Dress,1,-5.00,Loss
B-25826,2023-10-22,Maldonado,California,WE,Sunday,637.00,188.00,Credit Card,Electronics,Printers,2,898.00,Low
B-25815,2023-10-10,Clark,Arizona,WE,Tuesday,35.00,10.50,Cod,Clothing,Scarf,2,49.00,Low
B-25636,2023-04-26,Wood,California,WE,Wednesday,637.00,104.80,Eft,Clothing,Dress,5,2661.00,High
B-26093,2023-03-27,Adams,California,WE,Monday,148.00,41.00,Debit Card,Clothing,Dress,3,321.00,Low
B-26093,2023-03-27,Adams,California,WE,Monday,2847.00,266.88,Cod,Electronics,Printers,8,20640.96,High
B-26093,2023-03-27,Adams,California,WE,Monday,33.00,34.00,Cod,Clothing,Dress,1,-1.00,Loss
B-26093,2023-03-27,Adams,California,WE,Monday,49.00,11.00,Credit Card,Clothing,Hat,4,152.00,Low
B-26093,2023-03-27,Adams,California,WE,Monday,492.00,152.50,Eft,Electronics,Accessories,2,679.00,Low
B-26093,2023-03-27,Adams,California,WE,Monday,81.00,24.40,Eft,Clothing,Leggings,5,283.00,Low
B-26093,2023-03-27,Adams,California,WE,Monday,852.00,160.20,Cod,Furniture,Bookcases,5,3459.00,High
B-26064,2023-03-16,Harrison,California,WE,Thursday,122.00,14.00,Cod,Clothing,T - Shirt,6,648.00,Low
B-26064,2023-03-16,Harrison,California,WE,Thursday,179.00,89.50,Debit Card,Clothing,Dress,2,179.00,Low
B-26064,2023-03-16,Harrison,California,WE,Thursday,61.00,14.50,Credit Card,Clothing,Hat,4,186.00,Low
B-26064,2023-03-16,Harrison,California,WE,Thursday,75.00,14.60,Debit Card,Clothing,Leggings,5,302.00,Low
B-26066,2023-03-16,Jones,California,WE,Thursday,86.00,32.00,Debit Card,Clothing,Dress,2,108.00,Low
B-26072,2023-03-20,Simmons,California,WE,Monday,313.00,89.67,Credit Card,Electronics,Electronic Games,3,669.99,Low
B-25718,2023-07-12,Moore,California,WE,Wednesday,371.00,256.00,Debit Card,Furniture,Bookcases,1,115.00,Low
B-25718,2023-07-12,Moore,California,WE,Wednesday,460.00,143.00,Debit Card,Furniture,Bookcases,3,951.00,Low
B-25935,2023-01-04,Lambert,Arizona,WE,Wednesday,150.00,39.33,Credit Card,Clothing,Hat,3,332.01,Low
B-25935,2023-01-04,Lambert,Arizona,WE,Wednesday,162.00,47.33,Eft,Furniture,Chairs,3,344.01,Low
B-25935,2023-01-04,Lambert,Arizona,WE,Wednesday,1657.00,299.25,Cod,Furniture,Chairs,4,5431.00,High
B-25638,2023-04-26,Bennett,California,WE,Wednesday,154.00,38.33,Credit Card,Clothing,Hat,3,347.01,Low
B-25638,2023-04-26,Bennett,California,WE,Wednesday,182.00,64.33,Cod,Furniture,Bookcases,3,353.01,Low
B-25638,2023-04-26,Bennett,California,WE,Wednesday,816.00,304.00,Debit Card,Electronics,Printers,3,1536.00,Avg
B-25638,2023-04-26,Bennett,California,WE,Wednesday,880.00,97.88,Debit Card,Furniture,Furnishings,8,6256.96,High
B-25955,2023-01-16,Pena,California,WE,Monday,110.00,18.00,Debit Card,Clothing,Scarf,5,460.00,Low
B-25955,2023-01-16,Pena,California,WE,Monday,1716.00,201.00,Credit Card,Electronics,Accessories,7,10605.00,High
B-25955,2023-01-16,Pena,California,WE,Monday,200.00,37.40,Credit Card,Electronics,Phones,5,813.00,Low
B-25955,2023-01-16,Pena,California,WE,Monday,2927.00,347.63,Eft,Furniture,Bookcases,8,20634.96,High
B-25955,2023-01-16,Pena,California,WE,Monday,294.00,25.78,Eft,Clothing,T - Shirt,9,2413.98,High
B-25955,2023-01-16,Pena,California,WE,Monday,39.00,18.50,Debit Card,Clothing,Dress,2,41.00,Low
B-25955,2023-01-16,Pena,California,WE,Monday,45.00,9.25,Eft,Clothing,Skirt,4,143.00,Low
B-25955,2023-01-16,Pena,California,WE,Monday,54.00,13.33,Eft,Clothing,T - Shirt,3,122.01,Low
B-25955,2023-01-16,Pena,California,WE,Monday,954.00,286.33,Eft,Electronics,Printers,3,2003.01,High
B-25746,2023-08-10,Ortiz,California,WE,Thursday,87.00,35.50,Eft,Clothing,Dress,2,103.00,Low
B-25728,2023-07-22,Gibson,California,WE,Saturday,1055.00,197.75,Eft,Electronics,Printers,4,3429.00,High
B-25728,2023-07-22,Gibson,California,WE,Saturday,322.00,108.75,Cod,Clothing,Dress,4,853.00,Low
B-25728,2023-07-22,Gibson,California,WE,Saturday,771.00,597.50,Cod,Electronics,Phones,2,347.00,Low
B-25817,2023-10-13,Garrett,California,WE,Friday,743.00,130.80,Eft,Electronics,Printers,5,3061.00,High
B-25769,2023-09-02,Henderson,California,WE,Saturday,355.00,179.50,Debit Card,Clothing,Dress,2,351.00,Low
B-26060,2023-03-13,Stewart,California,WE,Monday,382.00,104.67,Credit Card,Clothing,Dress,3,831.99,Low
B-25832,2023-10-28,Payne,California,WE,Saturday,504.00,129.33,Credit Card,Furniture,Bookcases,3,1124.01,Avg
B-26027,2023-02-20,Green,Arizona,WE,Monday,54.00,11.50,Credit Card,Clothing,T - Shirt,4,170.00,Low
B-25792,2023-09-24,Williams,California,WE,Sunday,74.00,33.00,Credit Card,Clothing,Scarf,3,123.00,Low
B-26012,2023-02-13,Gray,California,WE,Monday,199.00,95.50,Credit Card,Clothing,Dress,2,207.00,Low
B-25941,2023-01-07,Peters,Arizona,WE,Saturday,177.00,34.00,Debit Card,Clothing,Shirt,4,572.00,Low
B-25674,2023-05-28,Allen,California,WE,Sunday,17.00,5.80,Debit Card,Clothing,Skirt,5,56.00,Low
B-25653,2023-05-08,Morris,Arizona,WE,Monday,115.00,90.00,Credit Card,Electronics,Accessories,1,25.00,Low
B-25653,2023-05-08,Morris,Arizona,WE,Monday,1279.00,239.88,Eft,Electronics,Printers,8,8312.96,High
B-25653,2023-05-08,Morris,Arizona,WE,Monday,1327.00,126.13,Eft,Furniture,Chairs,8,9606.96,High
B-25653,2023-05-08,Morris,Arizona,WE,Monday,168.00,59.33,Eft,Electronics,Accessories,3,326.01,Low
B-25653,2023-05-08,Morris,Arizona,WE,Monday,195.00,62.40,Credit Card,Electronics,Phones,5,663.00,Low
B-25653,2023-05-08,Morris,Arizona,WE,Monday,227.00,15.63,Debit Card,Electronics,Accessories,8,1690.96,Avg
B-25653,2023-05-08,Morris,Arizona,WE,Monday,28.00,15.50,Eft,Clothing,Dress,2,25.00,Low
B-25653,2023-05-08,Morris,Arizona,WE,Monday,427.00,68.14,Credit Card,Electronics,Phones,7,2512.02,High
B-25653,2023-05-08,Morris,Arizona,WE,Monday,668.00,233.00,Cod,Electronics,Printers,3,1305.00,Avg
B-26048,2023-03-04,Bennett,California,WE,Saturday,1104.00,223.75,Eft,Clothing,Pants,4,3521.00,High
B-26048,2023-03-04,Bennett,California,WE,Saturday,1461.00,251.80,Eft,Furniture,Tables,5,6046.00,High
B-26048,2023-03-04,Bennett,California,WE,Saturday,163.00,41.00,Credit Card,Electronics,Accessories,2,244.00,Low
B-26048,2023-03-04,Bennett,California,WE,Saturday,401.00,64.67,Cod,Furniture,Chairs,6,2017.98,High
B-25635,2023-04-26,Richardson,Arizona,WE,Wednesday,23.00,10.50,Eft,Clothing,Skirt,2,25.00,Low
B-25635,2023-04-26,Richardson,Arizona,WE,Wednesday,382.00,117.33,Cod,Clothing,Dress,3,794.01,Low
B-25635,2023-04-26,Richardson,Arizona,WE,Wednesday,40.00,8.00,Debit Card,Clothing,Hat,3,96.00,Low
B-25725,2023-07-20,Mcdonald,Arizona,WE,Thursday,144.00,37.75,Credit Card,Electronics,Electronic Games,4,425.00,Low
B-25725,2023-07-20,Mcdonald,Arizona,WE,Thursday,23.00,4.00,Cod,Clothing,Hat,7,133.00,Low
B-25725,2023-07-20,Mcdonald,Arizona,WE,Thursday,26.00,15.50,Eft,Clothing,Scarf,2,21.00,Low
B-25749,2023-08-13,Thompson,California,WE,Sunday,1052.00,378.00,Eft,Furniture,Bookcases,3,2022.00,High
B-25851,2023-11-06,Berry,Arizona,WE,Monday,10.00,4.00,Credit Card,Clothing,Hat,2,12.00,Low
B-25851,2023-11-06,Berry,Arizona,WE,Monday,103.00,28.50,Eft,Clothing,Dress,2,149.00,Low
B-25851,2023-11-06,Berry,Arizona,WE,Monday,135.00,37.80,Credit Card,Clothing,Shirt,5,486.00,Low
B-25851,2023-11-06,Berry,Arizona,WE,Monday,237.00,21.11,Eft,Clothing,T - Shirt,9,1943.01,Avg
B-25851,2023-11-06,Berry,Arizona,WE,Monday,300.00,129.00,Credit Card,Electronics,Printers,2,342.00,Low
B-25851,2023-11-06,Berry,Arizona,WE,Monday,336.00,88.33,Credit Card,Furniture,Bookcases,3,743.01,Low
B-25851,2023-11-06,Berry,Arizona,WE,Monday,53.00,4.83,Eft,Clothing,Hat,6,289.02,Low
B-25851,2023-11-06,Berry,Arizona,WE,Monday,57.00,15.00,Credit Card,Clothing,T - Shirt,2,84.00,Low
B-25851,2023-11-06,Berry,Arizona,WE,Monday,62.00,20.33,Credit Card,Clothing,Dress,3,125.01,Low
B-25851,2023-11-06,Berry,Arizona,WE,Monday,90.00,12.20,Credit Card,Clothing,T - Shirt,5,389.00,Low
B-25823,2023-10-18,Miller,California,WE,Wednesday,103.00,26.50,Eft,Furniture,Furnishings,2,153.00,Low
B-25823,2023-10-18,Miller,California,WE,Wednesday,104.00,51.00,Credit Card,Furniture,Furnishings,2,106.00,Low
B-25823,2023-10-18,Miller,California,WE,Wednesday,2103.00,222.63,Eft,Electronics,Electronic Games,8,15042.96,High
B-25823,2023-10-18,Miller,California,WE,Wednesday,59.00,53.00,Eft,Electronics,Accessories,1,6.00,Low
B-25626,2023-04-23,Lee,California,WE,Sunday,1103.00,275.67,Eft,Furniture,Chairs,3,2481.99,High
B-25626,2023-04-23,Lee,California,WE,Sunday,46.00,60.00,Credit Card,Electronics,Phones,1,-14.00,Loss
B-26036,2023-02-23,Lee,California,WE,Thursday,341.00,42.43,Eft,Furniture,Furnishings,7,2089.99,High
B-25896,2023-12-05,Evans,California,WE,Tuesday,103.00,33.50,Credit Card,Clothing,Hat,2,139.00,Low
B-25896,2023-12-05,Evans,California,WE,Tuesday,190.00,15.25,Cod,Clothing,T - Shirt,8,1398.00,Avg
B-25896,2023-12-05,Evans,California,WE,Tuesday,23.00,9.50,Credit Card,Clothing,Skirt,2,27.00,Low
B-25896,2023-12-05,Evans,California,WE,Tuesday,287.00,58.83,Credit Card,Clothing,Shirt,6,1369.02,Avg
B-25896,2023-12-05,Evans,California,WE,Tuesday,31.00,14.00,Eft,Clothing,Skirt,3,51.00,Low
B-25896,2023-12-05,Evans,California,WE,Tuesday,42.00,17.50,Credit Card,Clothing,Shirt,2,49.00,Low
B-25896,2023-12-05,Evans,California,WE,Tuesday,79.00,40.50,Eft,Furniture,Furnishings,2,77.00,Low
