Order ID,Order Date,CustomerName,State,Region,DoW,Sale Price,Cost per Item,PaymentMode,Category,Sub-category,Quantity,Profit,Profitability
B-25657,2023-05-13,Patterson,Florida,SE,Saturday,32.00,10.80,Eft,Clothing,Dress,5,106.00,Low
B-25657,2023-05-13,Patterson,Florida,SE,Saturday,332.00,62.50,Eft,Electronics,Phones,6,1617.00,Avg
B-25605,2023-04-05,Young,Georgia,SE,Wednesday,75.00,10.71,Eft,Clothing,Dress,7,450.03,Low
B-25692,2023-06-17,Hughes,Florida,SE,Saturday,141.00,16.14,Eft,Furniture,Furnishings,7,874.02,Low
B-25637,2023-04-26,Edwards,Florida,SE,Wednesday,117.00,34.33,Eft,Clothing,Shirt,3,248.01,Low
B-26037,2023-02-23,Robinson,Florida,SE,Thursday,171.00,14.71,Eft,Clothing,Scarf,7,1094.03,Avg
B-25750,2023-08-14,Welch,Florida,SE,Monday,19.00,20.00,Debit Card,Clothing,Shirt,1,-1.00,Loss
B-25750,2023-08-14,Welch,Florida,SE,Monday,199.00,108.50,Credit Card,Clothing,Dress,2,181.00,Low
B-25750,2023-08-14,Welch,Florida,SE,Monday,208.00,116.50,Credit Card,Clothing,Dress,2,183.00,Low
B-25750,2023-08-14,Welch,Florida,SE,Monday,212.00,118.00,Credit Card,Furniture,Chairs,2,188.00,Low
B-25750,2023-08-14,Welch,Florida,SE,Monday,22.00,11.33,Credit Card,Clothing,Scarf,3,32.01,Low
B-25750,2023-08-14,Welch,Florida,SE,Monday,42.00,4.75,Eft,Clothing,Skirt,12,447.00,Low
B-25750,2023-08-14,Welch,Florida,SE,Monday,539.00,97.86,Debit Card,Furniture,Furnishings,7,3087.98,High
B-25750,2023-08-14,Welch,Florida,SE,Monday,73.00,104.00,Credit Card,Furniture,Bookcases,1,-31.00,Loss
B-25750,2023-08-14,Welch,Florida,SE,Monday,78.00,42.00,Eft,Furniture,Furnishings,2,72.00,Low
B-25958,2023-01-18,Alvarez,Georgia,SE,Wednesday,105.00,40.00,Eft,Clothing,Hat,2,130.00,Low
B-25958,2023-01-18,Alvarez,Georgia,SE,Wednesday,360.00,109.33,Eft,Clothing,Dress,3,752.01,Low
B-25649,2023-05-05,Cruz,Tennessee,SE,Friday,27.00,26.00,Credit Card,Clothing,Scarf,2,2.00,Low
B-25994,2023-02-03,Carr,North Carolina,SE,Friday,196.00,40.60,Credit Card,Electronics,Phones,5,777.00,Low
B-25873,2023-11-23,Ferguson,Florida,SE,Thursday,1275.00,459.00,Eft,Electronics,Phones,2,1632.00,Avg
B-25873,2023-11-23,Ferguson,Florida,SE,Thursday,367.00,98.00,Eft,Electronics,Electronic Games,3,807.00,Low
B-25873,2023-11-23,Ferguson,Florida,SE,Thursday,42.00,15.00,Credit Card,Clothing,Shirt,2,54.00,Low
B-25873,2023-11-23,Ferguson,Florida,SE,Thursday,66.00,18.00,Credit Card,Clothing,Scarf,3,144.00,Low
B-25873,2023-11-23,Ferguson,Florida,SE,Thursday,7.00,6.00,Credit Card,Clothing,Hat,1,1.00,Low
B-26013,2023-02-13,Walker,Florida,SE,Monday,29.00,13.00,Credit Card,Clothing,Skirt,3,48.00,Low
B-26005,2023-02-08,Williamson,Georgia,SE,Wednesday,87.00,25.67,Credit Card,Clothing,Scarf,3,183.99,Low
B-25950,2023-01-13,Garcia,Florida,SE,Friday,13.00,9.00,Eft,Clothing,Leggings,1,4.00,Low
B-25950,2023-01-13,Garcia,Florida,SE,Friday,133.00,25.60,Eft,Clothing,Scarf,5,537.00,Low
B-25950,2023-01-13,Garcia,Florida,SE,Friday,136.00,33.80,Credit Card,Clothing,Dress,5,511.00,Low
B-25950,2023-01-13,Garcia,Florida,SE,Friday,158.00,18.70,Eft,Clothing,Hat,10,1393.00,Avg
B-25950,2023-01-13,Garcia,Florida,SE,Friday,1622.00,305.40,Cod,Electronics,Printers,5,6583.00,High
B-25950,2023-01-13,Garcia,Florida,SE,Friday,190.00,19.00,Cod,Furniture,Furnishings,9,1539.00,Avg
B-25950,2023-01-13,Garcia,Florida,SE,Friday,261.00,41.33,Cod,Clothing,Shirt,6,1318.02,Avg
B-25950,2023-01-13,Garcia,Florida,SE,Friday,54.00,13.50,Credit Card,Clothing,Scarf,2,81.00,Low
B-25950,2023-01-13,Garcia,Florida,SE,Friday,644.00,238.50,Credit Card,Electronics,Printers,2,811.00,Low
B-25839,2023-10-30,Sims,Georgia,SE,Monday,1250.00,109.14,Eft,Clothing,Dress,7,7986.02,High
B-25727,2023-07-22,Parks,Florida,SE,Saturday,327.00,53.25,Credit Card,Clothing,Pants,4,1095.00,Avg
B-25727,2023-07-22,Parks,Florida,SE,Saturday,57.00,17.50,Debit Card,Clothing,Leggings,6,237.00,Low
B-25914,2023-12-18,Rivera,North Carolina,SE,Monday,125.00,34.33,Eft,Clothing,Scarf,3,272.01,Low
B-25914,2023-12-18,Rivera,North Carolina,SE,Monday,460.00,201.00,Debit Card,Furniture,Chairs,3,777.00,Low
B-25713,2023-07-08,Schultz,Georgia,SE,Saturday,158.00,55.25,Eft,Furniture,Chairs,4,411.00,Low
B-26073,2023-03-21,James,Florida,SE,Tuesday,122.00,27.75,Credit Card,Clothing,Hat,4,377.00,Low
B-26073,2023-03-21,James,Florida,SE,Tuesday,1514.00,193.00,Eft,Electronics,Printers,4,5284.00,High
B-26073,2023-03-21,James,Florida,SE,Tuesday,29.00,6.67,Eft,Clothing,Dress,3,66.99,Low
B-26073,2023-03-21,James,Florida,SE,Tuesday,290.00,20.00,Eft,Clothing,Scarf,9,2430.00,High
B-26073,2023-03-21,James,Florida,SE,Tuesday,37.00,6.67,Debit Card,Clothing,Hat,3,90.99,Low
B-25952,2023-01-13,Jones,Florida,SE,Friday,14.00,3.50,Eft,Clothing,Hat,4,42.00,Low
B-25952,2023-01-13,Jones,Florida,SE,Friday,147.00,33.00,Credit Card,Clothing,Dress,3,342.00,Low
B-25952,2023-01-13,Jones,Florida,SE,Friday,173.00,34.67,Credit Card,Furniture,Chairs,3,414.99,Low
B-25952,2023-01-13,Jones,Florida,SE,Friday,352.00,66.80,Debit Card,Clothing,Pants,5,1426.00,Avg
B-25952,2023-01-13,Jones,Florida,SE,Friday,44.00,10.00,Credit Card,Clothing,Hat,3,102.00,Low
B-25952,2023-01-13,Jones,Florida,SE,Friday,87.00,13.22,Credit Card,Clothing,Skirt,9,664.02,Low
B-25952,2023-01-13,Jones,Florida,SE,Friday,935.00,205.25,Eft,Electronics,Electronic Games,4,2919.00,High
B-25777,2023-09-10,Phillips,Florida,SE,Sunday,1076.00,278.50,Cod,Electronics,Printers,4,3190.00,High
B-25777,2023-09-10,Phillips,Florida,SE,Sunday,117.00,16.67,Credit Card,Clothing,Shirt,6,601.98,Low
B-25777,2023-09-10,Phillips,Florida,SE,Sunday,59.00,15.00,Eft,Clothing,T - Shirt,7,308.00,Low
B-25777,2023-09-10,Phillips,Florida,SE,Sunday,61.00,21.50,Eft,Electronics,Accessories,4,158.00,Low
B-25777,2023-09-10,Phillips,Florida,SE,Sunday,69.00,34.00,Eft,Clothing,Shirt,4,140.00,Low
B-26041,2023-02-27,Myers,Tennessee,SE,Monday,176.00,40.80,Credit Card,Furniture,Furnishings,5,676.00,Low
B-25767,2023-08-31,Vasquez,Georgia,SE,Thursday,29.00,10.67,Credit Card,Clothing,Dress,3,54.99,Low
B-25767,2023-08-31,Vasquez,Georgia,SE,Thursday,299.00,109.00,Eft,Electronics,Electronic Games,3,570.00,Low
B-25767,2023-08-31,Vasquez,Georgia,SE,Thursday,48.00,35.00,Eft,Clothing,Dress,2,26.00,Low
B-25767,2023-08-31,Vasquez,Georgia,SE,Thursday,74.00,66.50,Debit Card,Electronics,Accessories,2,15.00,Low
B-25767,2023-08-31,Vasquez,Georgia,SE,Thursday,9.00,9.00,Credit Card,Clothing,Shirt,2,0.00,Loss
B-25996,2023-02-04,Burton,North Carolina,SE,Saturday,189.00,185.00,Eft,Clothing,Dress,1,4.00,Low
B-25996,2023-02-04,Burton,North Carolina,SE,Saturday,217.00,72.50,Credit Card,Furniture,Furnishings,2,289.00,Low
B-25996,2023-02-04,Burton,North Carolina,SE,Saturday,286.00,24.33,Debit Card,Clothing,Shirt,6,1570.02,Avg
B-25996,2023-02-04,Burton,North Carolina,SE,Saturday,31.00,14.50,Credit Card,Clothing,Hat,2,33.00,Low
B-25996,2023-02-04,Burton,North Carolina,SE,Saturday,333.00,141.50,Credit Card,Electronics,Phones,2,383.00,Low
B-25996,2023-02-04,Burton,North Carolina,SE,Saturday,47.00,23.00,Credit Card,Clothing,Scarf,2,48.00,Low
B-25996,2023-02-04,Burton,North Carolina,SE,Saturday,62.00,9.33,Credit Card,Clothing,Skirt,6,316.02,Low
B-25913,2023-12-17,Medina,North Carolina,SE,Sunday,103.00,11.71,Eft,Clothing,Scarf,7,639.03,Low
B-25945,2023-01-11,Matthews,Florida,SE,Wednesday,245.00,117.50,Credit Card,Furniture,Bookcases,2,255.00,Low
B-25945,2023-01-11,Matthews,Florida,SE,Wednesday,60.00,19.00,Eft,Clothing,Dress,3,123.00,Low
B-25945,2023-01-11,Matthews,Florida,SE,Wednesday,63.00,24.50,Credit Card,Clothing,Shirt,2,77.00,Low
B-25945,2023-01-11,Matthews,Florida,SE,Wednesday,765.00,267.00,Credit Card,Electronics,Electronic Games,3,1494.00,Avg
B-25708,2023-07-01,Carroll,Florida,SE,Saturday,191.00,22.25,Credit Card,Furniture,Furnishings,8,1350.00,Avg
B-25708,2023-07-01,Carroll,Florida,SE,Saturday,32.00,20.00,Credit Card,Clothing,Scarf,2,24.00,Low
B-25708,2023-07-01,Carroll,Florida,SE,Saturday,709.00,161.80,Credit Card,Electronics,Phones,5,2736.00,High
B-25708,2023-07-01,Carroll,Florida,SE,Saturday,81.00,18.86,Eft,Clothing,Scarf,7,434.98,Low
B-26031,2023-02-22,Gonzalez,Florida,SE,Wednesday,67.00,14.50,Debit Card,Clothing,Leggings,4,210.00,Low
B-25985,2023-01-31,Ryan,Florida,SE,Tuesday,108.00,20.50,Eft,Clothing,Shirt,4,350.00,Low
B-25985,2023-01-31,Ryan,Florida,SE,Tuesday,197.00,44.25,Cod,Clothing,Shirt,4,611.00,Low
B-25985,2023-01-31,Ryan,Florida,SE,Tuesday,32.00,4.80,Eft,Clothing,Hat,5,136.00,Low
B-25985,2023-01-31,Ryan,Florida,SE,Tuesday,44.00,8.25,Credit Card,Clothing,Scarf,4,143.00,Low
B-25819,2023-10-15,Parker,Florida,SE,Sunday,417.00,122.67,Credit Card,Electronics,Electronic Games,3,882.99,Low
B-25603,2023-04-03,Walker,Florida,SE,Monday,107.00,11.83,Credit Card,Clothing,Scarf,6,571.02,Low
B-25603,2023-04-03,Walker,Florida,SE,Monday,116.00,25.00,Credit Card,Clothing,Scarf,4,364.00,Low
B-25603,2023-04-03,Walker,Florida,SE,Monday,12.00,5.50,Credit Card,Clothing,Hat,2,13.00,Low
B-25603,2023-04-03,Walker,Florida,SE,Monday,1355.00,283.00,Credit Card,Clothing,Pants,5,5360.00,High
B-25603,2023-04-03,Walker,Florida,SE,Monday,180.00,58.33,Debit Card,Clothing,Pants,3,365.01,Low
B-25603,2023-04-03,Walker,Florida,SE,Monday,193.00,119.67,Eft,Clothing,Dress,3,219.99,Low
B-25603,2023-04-03,Walker,Florida,SE,Monday,24.00,54.00,Credit Card,Furniture,Chairs,1,-30.00,Loss
B-25603,2023-04-03,Walker,Florida,SE,Monday,38.00,20.00,Credit Card,Clothing,Shirt,1,18.00,Low
B-25993,2023-02-03,Bailey,North Carolina,SE,Friday,173.00,87.00,Debit Card,Electronics,Printers,1,86.00,Low
B-25993,2023-02-03,Bailey,North Carolina,SE,Friday,201.00,42.25,Eft,Furniture,Furnishings,4,635.00,Low
B-25993,2023-02-03,Bailey,North Carolina,SE,Friday,221.00,27.86,Credit Card,Furniture,Furnishings,7,1351.98,Avg
B-25993,2023-02-03,Bailey,North Carolina,SE,Friday,414.00,71.67,Credit Card,Electronics,Phones,3,1026.99,Avg
B-25993,2023-02-03,Bailey,North Carolina,SE,Friday,4363.00,811.60,Eft,Furniture,Tables,5,17757.00,High
B-25993,2023-02-03,Bailey,North Carolina,SE,Friday,44.00,18.00,Credit Card,Clothing,Scarf,2,52.00,Low
B-25993,2023-02-03,Bailey,North Carolina,SE,Friday,610.00,134.00,Credit Card,Electronics,Printers,3,1428.00,Avg
B-25783,2023-09-15,Jenkins,Florida,SE,Friday,21.00,12.67,Credit Card,Clothing,Shirt,3,24.99,Low
B-25783,2023-09-15,Jenkins,Florida,SE,Friday,25.00,36.00,Eft,Clothing,Scarf,1,-11.00,Loss
B-25783,2023-09-15,Jenkins,Florida,SE,Friday,26.00,12.00,Credit Card,Clothing,Hat,2,28.00,Low
B-25783,2023-09-15,Jenkins,Florida,SE,Friday,30.00,18.00,Eft,Clothing,Hat,2,24.00,Low
B-25783,2023-09-15,Jenkins,Florida,SE,Friday,33.00,7.17,Eft,Clothing,Leggings,6,154.98,Low
B-25757,2023-08-21,Reynolds,Florida,SE,Monday,106.00,13.00,Cod,Clothing,Hat,7,651.00,Low
B-25757,2023-08-21,Reynolds,Florida,SE,Monday,14.00,9.00,Credit Card,Clothing,Hat,1,5.00,Low
B-25757,2023-08-21,Reynolds,Florida,SE,Monday,165.00,45.00,Credit Card,Clothing,Scarf,3,360.00,Low
B-25757,2023-08-21,Reynolds,Florida,SE,Monday,17.00,3.33,Eft,Clothing,Hat,3,41.01,Low
B-25757,2023-08-21,Reynolds,Florida,SE,Monday,17.00,7.50,Debit Card,Clothing,Skirt,4,38.00,Low
B-25757,2023-08-21,Reynolds,Florida,SE,Monday,211.00,24.00,Credit Card,Clothing,Scarf,8,1496.00,Avg
B-25757,2023-08-21,Reynolds,Florida,SE,Monday,3151.00,455.14,Eft,Clothing,Pants,7,18871.02,High
B-25757,2023-08-21,Reynolds,Florida,SE,Monday,34.00,9.00,Credit Card,Clothing,T - Shirt,5,125.00,Low
B-25757,2023-08-21,Reynolds,Florida,SE,Monday,46.00,6.40,Debit Card,Clothing,Skirt,5,198.00,Low
B-25757,2023-08-21,Reynolds,Florida,SE,Monday,53.00,19.00,Credit Card,Clothing,Scarf,2,68.00,Low
B-25757,2023-08-21,Reynolds,Florida,SE,Monday,98.00,44.50,Credit Card,Furniture,Furnishings,2,107.00,Low
B-25971,2023-01-22,Howard,Florida,SE,Sunday,244.00,80.50,Credit Card,Furniture,Bookcases,2,327.00,Low
B-25613,2023-04-12,Ward,Tennessee,SE,Wednesday,1603.00,178.11,Cod,Clothing,Dress,9,12824.01,High
B-25906,2023-12-11,Alexander,North Carolina,SE,Monday,78.00,17.00,Credit Card,Clothing,Scarf,3,183.00,Low
B-26059,2023-03-12,Cruz,Tennessee,SE,Sunday,20.00,14.00,Credit Card,Clothing,T - Shirt,1,6.00,Low
B-25814,2023-10-10,Coleman,Florida,SE,Tuesday,118.00,11.86,Eft,Clothing,T - Shirt,7,742.98,Low
B-25814,2023-10-10,Coleman,Florida,SE,Tuesday,462.00,73.25,Credit Card,Clothing,Dress,4,1555.00,Avg
B-25659,2023-05-15,Ross,Georgia,SE,Monday,148.00,10.86,Debit Card,Clothing,T - Shirt,7,959.98,Low
B-25984,2023-01-30,Rivera,North Carolina,SE,Monday,304.00,34.50,Eft,Clothing,Scarf,6,1617.00,Avg
B-25989,2023-02-01,Moore,North Carolina,SE,Wednesday,10.00,5.00,Credit Card,Clothing,Scarf,1,5.00,Low
B-25989,2023-02-01,Moore,North Carolina,SE,Wednesday,330.00,249.00,Cod,Furniture,Bookcases,1,81.00,Low
B-25989,2023-02-01,Moore,North Carolina,SE,Wednesday,338.00,42.43,Eft,Clothing,Hat,7,2068.99,High
B-25989,2023-02-01,Moore,North Carolina,SE,Wednesday,42.00,27.00,Eft,Electronics,Accessories,1,15.00,Low
B-25989,2023-02-01,Moore,North Carolina,SE,Wednesday,44.00,10.00,Cod,Clothing,Hat,3,102.00,Low
B-26023,2023-02-19,Cox,Tennessee,SE,Sunday,1117.00,67.00,Eft,Furniture,Bookcases,10,10500.00,High
B-26023,2023-02-19,Cox,Tennessee,SE,Sunday,29.00,9.67,Credit Card,Furniture,Furnishings,3,57.99,Low
B-26023,2023-02-19,Cox,Tennessee,SE,Sunday,59.00,19.00,Debit Card,Clothing,Scarf,2,80.00,Low
B-26023,2023-02-19,Cox,Tennessee,SE,Sunday,66.00,14.67,Eft,Clothing,Scarf,3,153.99,Low
B-26033,2023-02-22,Jackson,Georgia,SE,Wednesday,111.00,15.20,Credit Card,Clothing,Shirt,5,479.00,Low
B-26033,2023-02-22,Jackson,Georgia,SE,Wednesday,143.00,111.00,Credit Card,Furniture,Bookcases,1,32.00,Low
B-26033,2023-02-22,Jackson,Georgia,SE,Wednesday,774.00,201.33,Credit Card,Electronics,Accessories,3,1718.01,Avg
B-25821,2023-10-16,Taylor,Georgia,SE,Monday,125.00,41.67,Credit Card,Electronics,Accessories,3,249.99,Low
B-25821,2023-10-16,Taylor,Georgia,SE,Monday,17.00,17.00,Credit Card,Clothing,Hat,1,0.00,Loss
B-25821,2023-10-16,Taylor,Georgia,SE,Monday,60.00,9.75,Credit Card,Clothing,Scarf,4,201.00,Low
B-25621,2023-04-20,Gonzalez,Florida,SE,Thursday,228.00,55.00,Cod,Electronics,Electronic Games,3,519.00,Low
B-25621,2023-04-20,Gonzalez,Florida,SE,Thursday,233.00,48.60,Credit Card,Electronics,Electronic Games,5,922.00,Low
B-25621,2023-04-20,Gonzalez,Florida,SE,Thursday,333.00,116.00,Credit Card,Electronics,Phones,3,651.00,Low
B-25910,2023-12-14,Hawkins,North Carolina,SE,Thursday,125.00,22.00,Eft,Clothing,Shirt,5,515.00,Low
B-25910,2023-12-14,Hawkins,North Carolina,SE,Thursday,1622.00,449.20,Cod,Furniture,Tables,5,5864.00,High
B-25910,2023-12-14,Hawkins,North Carolina,SE,Thursday,259.00,42.40,Cod,Clothing,Hat,5,1083.00,Avg
B-25910,2023-12-14,Hawkins,North Carolina,SE,Thursday,33.00,16.00,Credit Card,Clothing,Shirt,2,34.00,Low
B-25910,2023-12-14,Hawkins,North Carolina,SE,Thursday,685.00,96.86,Eft,Clothing,Pants,7,4116.98,High
B-25910,2023-12-14,Hawkins,North Carolina,SE,Thursday,850.00,227.80,Credit Card,Electronics,Electronic Games,5,3111.00,High
B-25855,2023-11-08,Carter,Florida,SE,Wednesday,1027.00,73.25,Credit Card,Clothing,Dress,8,7630.00,High
B-25855,2023-11-08,Carter,Florida,SE,Wednesday,1319.00,150.40,Credit Card,Electronics,Printers,5,5843.00,High
B-25855,2023-11-08,Carter,Florida,SE,Wednesday,197.00,124.00,Credit Card,Furniture,Bookcases,1,73.00,Low
B-25855,2023-11-08,Carter,Florida,SE,Wednesday,442.00,205.50,Eft,Electronics,Electronic Games,2,473.00,Low
B-25855,2023-11-08,Carter,Florida,SE,Wednesday,550.00,158.40,Eft,Furniture,Furnishings,5,1958.00,Avg
B-25855,2023-11-08,Carter,Florida,SE,Wednesday,61.00,15.50,Eft,Clothing,Hat,2,91.00,Low
B-25855,2023-11-08,Carter,Florida,SE,Wednesday,829.00,202.50,Cod,Electronics,Printers,4,2506.00,High
B-25855,2023-11-08,Carter,Florida,SE,Wednesday,90.00,24.33,Credit Card,Clothing,Hat,3,197.01,Low
B-25855,2023-11-08,Carter,Florida,SE,Wednesday,98.00,43.00,Cod,Clothing,Hat,2,110.00,Low
B-25705,2023-06-30,Hill,Florida,SE,Friday,46.00,23.00,Credit Card,Electronics,Electronic Games,2,46.00,Low
B-25957,2023-01-18,Allen,Florida,SE,Wednesday,1157.00,130.00,Cod,Furniture,Bookcases,9,9243.00,High
B-25957,2023-01-18,Allen,Florida,SE,Wednesday,147.00,24.67,Credit Card,Clothing,Scarf,3,366.99,Low
B-25957,2023-01-18,Allen,Florida,SE,Wednesday,209.00,207.00,Credit Card,Clothing,Dress,1,2.00,Low
B-25680,2023-06-04,Martinez,Florida,SE,Sunday,73.00,32.67,Credit Card,Clothing,Dress,3,120.99,Low
B-25681,2023-06-04,Hunter,Florida,SE,Sunday,1096.00,62.57,Credit Card,Electronics,Electronic Games,7,7234.01,High
B-25681,2023-06-04,Hunter,Florida,SE,Sunday,1625.00,567.33,Eft,Electronics,Phones,3,3173.01,High
B-25681,2023-06-04,Hunter,Florida,SE,Sunday,243.00,128.50,Credit Card,Furniture,Chairs,2,229.00,Low
B-25681,2023-06-04,Hunter,Florida,SE,Sunday,44.00,47.00,Debit Card,Clothing,Dress,1,-3.00,Loss
B-25681,2023-06-04,Hunter,Florida,SE,Sunday,523.00,45.57,Credit Card,Clothing,Pants,7,3342.01,High
B-25681,2023-06-04,Hunter,Florida,SE,Sunday,68.00,31.67,Eft,Electronics,Accessories,3,108.99,Low
B-25806,2023-10-06,Mills,Florida,SE,Friday,632.00,186.50,Eft,Furniture,Tables,4,1782.00,Avg
B-25724,2023-07-19,Davis,Florida,SE,Wednesday,168.00,109.50,Credit Card,Furniture,Bookcases,2,117.00,Low
B-25797,2023-09-30,Wong,Florida,SE,Saturday,148.00,124.50,Eft,Furniture,Bookcases,2,47.00,Low
B-25797,2023-09-30,Wong,Florida,SE,Saturday,1630.00,165.60,Eft,Furniture,Tables,5,7322.00,High
B-25797,2023-09-30,Wong,Florida,SE,Saturday,31.00,15.00,Eft,Clothing,Hat,2,32.00,Low
B-25797,2023-09-30,Wong,Florida,SE,Saturday,413.00,80.78,Credit Card,Furniture,Chairs,9,2989.98,High
