Order ID,Order Date,CustomerName,State,Region,DoW,Sale Price,Cost per Item,PaymentMode,Category,Sub-category,Quantity,Profit,Profitability
B-25853,2023-11-08,Nguyen,Pennsylvania,NE,Wednesday,579.00,146.67,Debit Card,Electronics,Printers,3,1296.99,Avg
B-25853,2023-11-08,Nguyen,Pennsylvania,NE,Wednesday,95.00,21.00,Credit Card,Furniture,Furnishings,4,296.00,Low
B-25745,2023-08-09,Cook,Pennsylvania,NE,Wednesday,132.00,42.20,Credit Card,Furniture,Furnishings,5,449.00,Low
B-25745,2023-08-09,Cook,Pennsylvania,NE,Wednesday,296.00,6.45,Credit Card,Clothing,Dress,11,3185.05,High
B-25745,2023-08-09,Cook,Pennsylvania,NE,Wednesday,44.00,17.33,Cod,Clothing,Scarf,3,80.01,Low
B-25745,2023-08-09,Cook,Pennsylvania,NE,Wednesday,670.00,131.00,Debit Card,Furniture,Bookcases,5,2695.00,High
B-25947,2023-01-13,Black,Pennsylvania,NE,Friday,207.00,87.00,Eft,Electronics,Accessories,2,240.00,Low
B-25947,2023-01-13,Black,Pennsylvania,NE,Friday,290.00,42.50,Credit Card,Clothing,Hat,6,1485.00,Avg
B-25883,2023-11-27,Lucas,Pennsylvania,NE,Monday,10.00,6.00,Credit Card,Clothing,Leggings,2,8.00,Low
B-25883,2023-11-27,Lucas,Pennsylvania,NE,Monday,105.00,16.38,Cod,Clothing,Leggings,8,708.96,Low
B-25883,2023-11-27,Lucas,Pennsylvania,NE,Monday,127.00,32.67,Credit Card,Furniture,Furnishings,3,282.99,Low
B-25883,2023-11-27,Lucas,Pennsylvania,NE,Monday,146.00,20.80,Eft,Clothing,Hat,5,626.00,Low
B-25883,2023-11-27,Lucas,Pennsylvania,NE,Monday,16.00,7.75,Eft,Clothing,Hat,4,33.00,Low
B-25647,2023-05-03,Powell,Virginia,NE,Wednesday,42.00,12.00,Eft,Clothing,Dress,4,120.00,Low
B-25763,2023-08-27,Lynch,Pennsylvania,NE,Sunday,58.00,36.67,Credit Card,Furniture,Chairs,3,63.99,Low
B-25877,2023-11-24,Meyer,Pennsylvania,NE,Friday,1137.00,284.50,Eft,Clothing,Pants,2,1705.00,Avg
B-25877,2023-11-24,Meyer,Pennsylvania,NE,Friday,24.00,8.00,Debit Card,Clothing,Skirt,2,32.00,Low
B-25877,2023-11-24,Meyer,Pennsylvania,NE,Friday,269.00,47.20,Debit Card,Furniture,Chairs,5,1109.00,Avg
B-25610,2023-04-09,Rodriguez,New Jersey,NE,Sunday,107.00,40.25,Eft,Clothing,Scarf,4,267.00,Low
B-25610,2023-04-09,Rodriguez,New Jersey,NE,Sunday,1076.00,278.50,Credit Card,Electronics,Printers,4,3190.00,High
B-25610,2023-04-09,Rodriguez,New Jersey,NE,Sunday,30.00,17.50,Credit Card,Furniture,Furnishings,2,25.00,Low
B-25610,2023-04-09,Rodriguez,New Jersey,NE,Sunday,43.00,14.33,Debit Card,Clothing,Dress,3,86.01,Low
B-25610,2023-04-09,Rodriguez,New Jersey,NE,Sunday,68.00,24.60,Eft,Electronics,Accessories,5,217.00,Low
B-25610,2023-04-09,Rodriguez,New Jersey,NE,Sunday,781.00,31.17,Debit Card,Electronics,Printers,6,4498.98,High
B-26039,2023-02-25,Murphy,Virginia,NE,Saturday,83.00,9.80,Debit Card,Clothing,Shirt,5,366.00,Low
B-25977,2023-01-27,Martinez,Pennsylvania,NE,Friday,180.00,31.50,Cod,Clothing,T - Shirt,4,594.00,Low
B-25977,2023-01-27,Martinez,Pennsylvania,NE,Friday,27.00,26.00,Eft,Clothing,Scarf,1,1.00,Low
B-25977,2023-01-27,Martinez,Pennsylvania,NE,Friday,74.00,15.00,Credit Card,Clothing,Scarf,3,177.00,Low
B-25790,2023-09-23,Bowman,New Jersey,NE,Saturday,42.00,45.00,Credit Card,Electronics,Electronic Games,1,-3.00,Loss
B-25850,2023-11-05,Williams,Massachusetts,NE,Sunday,117.00,40.50,Debit Card,Clothing,Pants,2,153.00,Low
B-25850,2023-11-05,Williams,Massachusetts,NE,Sunday,148.00,41.33,Credit Card,Clothing,Scarf,3,320.01,Low
B-25850,2023-11-05,Williams,Massachusetts,NE,Sunday,24.00,5.75,Credit Card,Clothing,Hat,4,73.00,Low
B-25850,2023-11-05,Williams,Massachusetts,NE,Sunday,45.00,14.67,Debit Card,Clothing,T - Shirt,3,90.99,Low
B-25850,2023-11-05,Williams,Massachusetts,NE,Sunday,485.00,71.50,Eft,Clothing,Dress,4,1654.00,Avg
B-25850,2023-11-05,Williams,Massachusetts,NE,Sunday,513.00,149.00,Credit Card,Electronics,Accessories,2,728.00,Low
B-25850,2023-11-05,Williams,Massachusetts,NE,Sunday,52.00,6.80,Debit Card,Clothing,Leggings,5,226.00,Low
B-25850,2023-11-05,Williams,Massachusetts,NE,Sunday,916.00,65.82,Credit Card,Electronics,Phones,11,9351.98,High
B-25850,2023-11-05,Williams,Massachusetts,NE,Sunday,93.00,47.00,Credit Card,Clothing,Hat,2,92.00,Low
B-26057,2023-03-10,Powell,Virginia,NE,Friday,224.00,45.67,Credit Card,Clothing,Pants,3,534.99,Low
B-26057,2023-03-10,Powell,Virginia,NE,Friday,54.00,11.50,Debit Card,Clothing,T - Shirt,4,170.00,Low
B-26057,2023-03-10,Powell,Virginia,NE,Friday,659.00,348.00,Cod,Furniture,Bookcases,2,622.00,Low
B-26057,2023-03-10,Powell,Virginia,NE,Friday,736.00,78.00,Credit Card,Electronics,Printers,5,3290.00,High
B-25616,2023-04-15,Hall,Massachusetts,NE,Saturday,116.00,34.40,Cod,Clothing,Scarf,5,408.00,Low
B-25616,2023-04-15,Hall,Massachusetts,NE,Saturday,14.00,5.33,Eft,Clothing,Hat,3,26.01,Low
B-25616,2023-04-15,Hall,Massachusetts,NE,Saturday,22.00,8.00,Credit Card,Clothing,Hat,3,42.00,Low
B-25616,2023-04-15,Hall,Massachusetts,NE,Saturday,42.00,6.00,Credit Card,Clothing,Hat,5,180.00,Low
B-25929,2023-01-02,Fernandez,Virginia,NE,Monday,1308.00,257.33,Cod,Furniture,Bookcases,3,3152.01,High
B-25929,2023-01-02,Fernandez,Virginia,NE,Monday,154.00,79.67,Eft,Furniture,Chairs,3,222.99,Low
B-25929,2023-01-02,Fernandez,Virginia,NE,Monday,216.00,117.00,Cod,Furniture,Chairs,3,297.00,Low
B-25954,2023-01-14,Jennings,Pennsylvania,NE,Saturday,146.00,80.00,Eft,Electronics,Phones,1,66.00,Low
B-25954,2023-01-14,Jennings,Pennsylvania,NE,Saturday,148.00,139.00,Eft,Electronics,Electronic Games,1,9.00,Low
B-25954,2023-01-14,Jennings,Pennsylvania,NE,Saturday,189.00,32.25,Debit Card,Furniture,Furnishings,4,627.00,Low
B-25954,2023-01-14,Jennings,Pennsylvania,NE,Saturday,27.00,13.50,Credit Card,Clothing,Leggings,2,27.00,Low
B-25954,2023-01-14,Jennings,Pennsylvania,NE,Saturday,44.00,11.33,Credit Card,Clothing,Scarf,3,98.01,Low
B-25954,2023-01-14,Jennings,Pennsylvania,NE,Saturday,48.00,18.50,Credit Card,Clothing,Shirt,2,59.00,Low
B-25954,2023-01-14,Jennings,Pennsylvania,NE,Saturday,524.00,274.50,Debit Card,Electronics,Electronic Games,2,499.00,Low
B-25954,2023-01-14,Jennings,Pennsylvania,NE,Saturday,891.00,178.20,Credit Card,Clothing,Dress,5,3564.00,High
B-25669,2023-05-25,Howell,Maryland,NE,Thursday,610.00,338.00,Credit Card,Furniture,Tables,2,544.00,Low
B-25670,2023-05-25,Palmer,Massachusetts,NE,Thursday,14.00,12.00,Credit Card,Clothing,Hat,1,2.00,Low
B-25670,2023-05-25,Palmer,Massachusetts,NE,Thursday,24.00,11.50,Eft,Clothing,Hat,2,25.00,Low
B-25670,2023-05-25,Palmer,Massachusetts,NE,Thursday,656.00,346.00,Cod,Furniture,Bookcases,2,620.00,Low
B-25670,2023-05-25,Palmer,Massachusetts,NE,Thursday,74.00,15.00,Credit Card,Clothing,Scarf,3,177.00,Low
B-25808,2023-10-08,Castillo,New Jersey,NE,Sunday,146.00,69.67,Debit Card,Electronics,Electronic Games,3,228.99,Low
B-25808,2023-10-08,Castillo,New Jersey,NE,Sunday,210.00,65.00,Cod,Clothing,Hat,4,580.00,Low
B-25808,2023-10-08,Castillo,New Jersey,NE,Sunday,59.00,19.00,Eft,Clothing,Scarf,2,80.00,Low
B-25808,2023-10-08,Castillo,New Jersey,NE,Sunday,63.00,13.33,Credit Card,Clothing,Leggings,6,298.02,Low
B-26083,2023-03-24,Rodriguez,New Jersey,NE,Friday,143.00,68.50,Eft,Electronics,Accessories,2,149.00,Low
B-26083,2023-03-24,Rodriguez,New Jersey,NE,Friday,145.00,43.00,Debit Card,Clothing,T - Shirt,3,306.00,Low
B-26083,2023-03-24,Rodriguez,New Jersey,NE,Friday,34.00,10.33,Credit Card,Clothing,Dress,3,71.01,Low
B-26083,2023-03-24,Rodriguez,New Jersey,NE,Friday,43.00,11.67,Credit Card,Clothing,Leggings,3,93.99,Low
B-26083,2023-03-24,Rodriguez,New Jersey,NE,Friday,45.00,28.00,Credit Card,Electronics,Accessories,1,17.00,Low
B-26084,2023-03-25,Hernandez,Virginia,NE,Saturday,209.00,68.00,Credit Card,Electronics,Electronic Games,4,564.00,Low
B-26038,2023-02-24,Brown,New Jersey,NE,Friday,130.00,23.00,Debit Card,Clothing,Shirt,3,321.00,Low
B-26038,2023-02-24,Brown,New Jersey,NE,Friday,30.00,24.00,Credit Card,Clothing,T - Shirt,1,6.00,Low
B-26038,2023-02-24,Brown,New Jersey,NE,Friday,41.00,11.00,Debit Card,Clothing,T - Shirt,2,60.00,Low
B-26038,2023-02-24,Brown,New Jersey,NE,Friday,52.00,19.00,Credit Card,Clothing,Scarf,2,66.00,Low
B-25868,2023-11-18,Holt,Massachusetts,NE,Saturday,1118.00,456.00,Cod,Furniture,Tables,2,1324.00,Avg
B-25868,2023-11-18,Holt,Massachusetts,NE,Saturday,170.00,48.50,Eft,Electronics,Accessories,2,243.00,Low
B-25868,2023-11-18,Holt,Massachusetts,NE,Saturday,62.00,63.00,Eft,Electronics,Phones,1,-1.00,Loss
B-25754,2023-08-18,Thomas,New Jersey,NE,Friday,19.00,6.33,Eft,Clothing,Skirt,3,38.01,Low
B-25754,2023-08-18,Thomas,New Jersey,NE,Friday,262.00,23.50,Debit Card,Electronics,Printers,2,477.00,Low
B-25754,2023-08-18,Thomas,New Jersey,NE,Friday,30.00,26.50,Eft,Clothing,Dress,2,7.00,Low
B-25754,2023-08-18,Thomas,New Jersey,NE,Friday,319.00,1.40,Debit Card,Clothing,Dress,5,1588.00,Avg
B-25754,2023-08-18,Thomas,New Jersey,NE,Friday,41.00,11.00,Eft,Clothing,Leggings,5,150.00,Low
B-25754,2023-08-18,Thomas,New Jersey,NE,Friday,72.00,16.86,Debit Card,Clothing,Shirt,7,385.98,Low
B-25754,2023-08-18,Thomas,New Jersey,NE,Friday,9.00,3.33,Eft,Clothing,Skirt,3,17.01,Low
B-25754,2023-08-18,Thomas,New Jersey,NE,Friday,93.00,39.50,Cod,Clothing,Scarf,4,214.00,Low
B-25874,2023-11-24,Kelly,New York,NE,Friday,124.00,14.00,Credit Card,Clothing,T - Shirt,5,550.00,Low
B-26062,2023-03-15,Jordan,Massachusetts,NE,Wednesday,13.00,15.00,Credit Card,Clothing,Scarf,1,-2.00,Loss
B-26062,2023-03-15,Jordan,Massachusetts,NE,Wednesday,44.00,28.00,Credit Card,Clothing,Scarf,3,48.00,Low
B-26062,2023-03-15,Jordan,Massachusetts,NE,Wednesday,50.00,33.50,Credit Card,Clothing,Scarf,2,33.00,Low
B-26088,2023-03-26,Lopez,Maryland,NE,Sunday,11.00,3.00,Eft,Clothing,Hat,2,16.00,Low
B-26043,2023-03-01,Turner,Maryland,NE,Wednesday,122.00,10.29,Eft,Clothing,Scarf,7,781.97,Low
B-26043,2023-03-01,Turner,Maryland,NE,Wednesday,185.00,34.25,Eft,Clothing,Scarf,4,603.00,Low
B-26043,2023-03-01,Turner,Maryland,NE,Wednesday,30.00,6.00,Eft,Clothing,Skirt,3,72.00,Low
B-26043,2023-03-01,Turner,Maryland,NE,Wednesday,62.00,6.80,Eft,Clothing,Hat,5,276.00,Low
B-26043,2023-03-01,Turner,Maryland,NE,Wednesday,79.00,12.33,Debit Card,Clothing,Hat,6,400.02,Low
B-25980,2023-01-27,Hill,New York,NE,Friday,22.00,3.67,Credit Card,Clothing,Shirt,3,54.99,Low
B-25601,2023-04-01,White,Pennsylvania,NE,Saturday,1275.00,18.14,Eft,Furniture,Bookcases,7,8798.02,High
B-25601,2023-04-01,White,Pennsylvania,NE,Saturday,66.00,15.60,Eft,Clothing,Scarf,5,252.00,Low
B-25601,2023-04-01,White,Pennsylvania,NE,Saturday,8.00,3.33,Cod,Clothing,Hat,3,14.01,Low
B-25601,2023-04-01,White,Pennsylvania,NE,Saturday,80.00,34.00,Eft,Electronics,Electronic Games,4,184.00,Low
B-25683,2023-06-08,Smith,Virginia,NE,Thursday,148.00,19.20,Eft,Clothing,Scarf,5,644.00,Low
B-25683,2023-06-08,Smith,Virginia,NE,Thursday,155.00,33.00,Eft,Furniture,Furnishings,3,366.00,Low
B-25683,2023-06-08,Smith,Virginia,NE,Thursday,245.00,62.00,Eft,Electronics,Phones,4,732.00,Low
B-25683,2023-06-08,Smith,Virginia,NE,Thursday,433.00,135.67,Debit Card,Electronics,Printers,3,891.99,Low
B-25683,2023-06-08,Smith,Virginia,NE,Thursday,86.00,23.50,Credit Card,Clothing,Dress,6,375.00,Low
B-25809,2023-10-09,Lowe,Virginia,NE,Monday,154.00,33.33,Credit Card,Clothing,Hat,3,362.01,Low
B-25809,2023-10-09,Lowe,Virginia,NE,Monday,53.00,29.00,Debit Card,Clothing,Hat,1,24.00,Low
B-25730,2023-07-22,Reid,New York,NE,Saturday,1145.00,617.00,Cod,Electronics,Phones,3,1584.00,Avg
B-25730,2023-07-22,Reid,New York,NE,Saturday,18.00,5.00,Debit Card,Clothing,Hat,2,26.00,Low
B-25730,2023-07-22,Reid,New York,NE,Saturday,187.00,39.25,Cod,Electronics,Accessories,4,591.00,Low
B-25730,2023-07-22,Reid,New York,NE,Saturday,473.00,107.75,Credit Card,Furniture,Chairs,4,1461.00,Avg
B-25730,2023-07-22,Reid,New York,NE,Saturday,83.00,54.67,Credit Card,Furniture,Chairs,3,84.99,Low
B-25730,2023-07-22,Reid,New York,NE,Saturday,96.00,14.80,Cod,Clothing,Scarf,5,406.00,Low
B-25916,2023-12-20,Mcdaniel,Pennsylvania,NE,Wednesday,80.00,11.78,Eft,Clothing,Skirt,9,613.98,Low
B-25795,2023-09-24,Nunez,Maryland,NE,Sunday,276.00,148.50,Eft,Electronics,Phones,2,255.00,Low
B-25901,2023-12-10,Byrd,Pennsylvania,NE,Sunday,158.00,40.00,Eft,Clothing,Hat,3,354.00,Low
B-25901,2023-12-10,Byrd,Pennsylvania,NE,Sunday,159.00,52.33,Eft,Furniture,Furnishings,3,320.01,Low
B-25901,2023-12-10,Byrd,Pennsylvania,NE,Sunday,61.00,16.50,Eft,Clothing,Hat,2,89.00,Low
B-25901,2023-12-10,Byrd,Pennsylvania,NE,Sunday,90.00,31.50,Credit Card,Clothing,T - Shirt,2,117.00,Low
B-25919,2023-12-23,Guzman,New York,NE,Saturday,110.00,14.00,Debit Card,Clothing,Scarf,7,672.00,Low
B-25919,2023-12-23,Guzman,New York,NE,Saturday,1599.00,260.33,Eft,Electronics,Electronic Games,6,8032.02,High
B-25919,2023-12-23,Guzman,New York,NE,Saturday,28.00,24.00,Credit Card,Clothing,T - Shirt,1,4.00,Low
B-25919,2023-12-23,Guzman,New York,NE,Saturday,636.00,420.00,Debit Card,Electronics,Printers,2,432.00,Low
B-25919,2023-12-23,Guzman,New York,NE,Saturday,977.00,174.43,Credit Card,Electronics,Phones,7,5617.99,High
B-25634,2023-04-26,Baker,Massachusetts,NE,Wednesday,389.00,157.33,Eft,Furniture,Chairs,3,695.01,Low
B-25922,2023-12-26,Chavez,Pennsylvania,NE,Tuesday,52.00,17.00,Credit Card,Clothing,Scarf,2,70.00,Low
B-25939,2023-01-05,Schwartz,Maryland,NE,Thursday,136.00,31.67,Eft,Electronics,Accessories,3,312.99,Low
B-25939,2023-01-05,Schwartz,Maryland,NE,Thursday,469.00,109.00,Debit Card,Electronics,Electronic Games,4,1440.00,Avg
B-25939,2023-01-05,Schwartz,Maryland,NE,Thursday,61.00,21.50,Credit Card,Electronics,Accessories,2,79.00,Low
B-25892,2023-12-04,Phillips,New York,NE,Monday,139.00,36.33,Eft,Clothing,Shirt,3,308.01,Low
B-25969,2023-01-21,Barrett,Pennsylvania,NE,Saturday,171.00,25.67,Eft,Clothing,T - Shirt,6,871.98,Low
B-25969,2023-01-21,Barrett,Pennsylvania,NE,Saturday,2452.00,323.00,Eft,Furniture,Bookcases,7,14903.00,High
B-25969,2023-01-21,Barrett,Pennsylvania,NE,Saturday,720.00,338.50,Eft,Electronics,Printers,2,763.00,Low
B-25940,2023-01-06,Benson,Massachusetts,NE,Friday,13.00,5.00,Credit Card,Clothing,Hat,2,16.00,Low
B-25940,2023-01-06,Benson,Massachusetts,NE,Friday,46.00,11.50,Credit Card,Clothing,Leggings,4,138.00,Low
B-25940,2023-01-06,Benson,Massachusetts,NE,Friday,55.00,25.50,Credit Card,Clothing,Scarf,2,59.00,Low
B-26092,2023-03-27,Scott,Pennsylvania,NE,Monday,97.00,41.50,Cod,Clothing,T - Shirt,2,111.00,Low
B-25961,2023-01-18,Henderson,Pennsylvania,NE,Wednesday,26.00,7.67,Eft,Clothing,Skirt,3,54.99,Low
B-25961,2023-01-18,Henderson,Pennsylvania,NE,Wednesday,34.00,14.67,Credit Card,Clothing,Skirt,3,57.99,Low
B-25961,2023-01-18,Henderson,Pennsylvania,NE,Wednesday,34.00,9.20,Credit Card,Clothing,Leggings,5,124.00,Low
B-25961,2023-01-18,Henderson,Pennsylvania,NE,Wednesday,366.00,94.00,Credit Card,Furniture,Bookcases,3,816.00,Low
B-25961,2023-01-18,Henderson,Pennsylvania,NE,Wednesday,446.00,131.00,Credit Card,Electronics,Printers,3,945.00,Low
B-25961,2023-01-18,Henderson,Pennsylvania,NE,Wednesday,48.00,10.67,Credit Card,Clothing,Shirt,3,111.99,Low
B-26020,2023-02-16,Rodriguez,New Jersey,NE,Thursday,319.00,36.17,Cod,Electronics,Accessories,6,1696.98,Avg
B-25889,2023-12-03,Williams,Pennsylvania,NE,Sunday,114.00,25.75,Debit Card,Clothing,T - Shirt,4,353.00,Low
B-25889,2023-12-03,Williams,Pennsylvania,NE,Sunday,119.00,23.14,Cod,Clothing,Shirt,7,671.02,Low
B-25889,2023-12-03,Williams,Pennsylvania,NE,Sunday,31.00,21.00,Credit Card,Clothing,Shirt,1,10.00,Low
B-25863,2023-11-15,Riley,Virginia,NE,Wednesday,189.00,14.57,Credit Card,Clothing,Scarf,7,1221.01,Avg
B-25986,2023-01-31,Hill,New York,NE,Tuesday,487.00,170.00,Debit Card,Electronics,Printers,3,951.00,Low
B-25986,2023-01-31,Hill,New York,NE,Tuesday,71.00,13.40,Debit Card,Clothing,Leggings,5,288.00,Low
B-25986,2023-01-31,Hill,New York,NE,Tuesday,749.00,150.86,Credit Card,Furniture,Furnishings,7,4186.98,High
B-25986,2023-01-31,Hill,New York,NE,Tuesday,918.00,99.56,Credit Card,Electronics,Electronic Games,9,7365.96,High
B-25673,2023-05-28,Tucker,Pennsylvania,NE,Sunday,143.00,53.40,Eft,Clothing,Dress,5,448.00,Low
B-25673,2023-05-28,Tucker,Pennsylvania,NE,Sunday,149.00,150.00,Credit Card,Clothing,Dress,1,-1.00,Loss
B-25673,2023-05-28,Tucker,Pennsylvania,NE,Sunday,37.00,14.00,Debit Card,Clothing,T - Shirt,3,69.00,Low
B-25673,2023-05-28,Tucker,Pennsylvania,NE,Sunday,44.00,12.20,Eft,Clothing,Dress,5,159.00,Low
B-25673,2023-05-28,Tucker,Pennsylvania,NE,Sunday,45.00,11.75,Credit Card,Clothing,Shirt,4,133.00,Low
B-25898,2023-12-07,Williams,New York,NE,Thursday,147.00,24.67,Eft,Clothing,Scarf,3,366.99,Low
B-25898,2023-12-07,Williams,New York,NE,Thursday,171.00,84.50,Credit Card,Electronics,Electronic Games,2,173.00,Low
B-25898,2023-12-07,Williams,New York,NE,Thursday,191.00,24.50,Eft,Clothing,Shirt,4,666.00,Low
B-25898,2023-12-07,Williams,New York,NE,Thursday,33.00,6.67,Eft,Clothing,Leggings,3,78.99,Low
B-25898,2023-12-07,Williams,New York,NE,Thursday,499.00,116.50,Credit Card,Clothing,Dress,4,1530.00,Avg
B-25898,2023-12-07,Williams,New York,NE,Thursday,53.00,16.00,Credit Card,Clothing,T - Shirt,3,111.00,Low
